Loan_ID,Applicant_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Has_CreditCard,LoanAmount,Loan_Amount_Term,Owns_Car,Owns_House,Property_Area,Loan_Status
LN0243,Customer_0343,Other,No,1,Graduate,Yes,57924,8666,Yes,504,240,Unknown,0,Urban,N
LN0244,Customer_0344,Female,No,1,Graduate,Yes,51652,31652,Yes,194,300,Unknown,0,Semiurban,N
LN0245,Customer_0345,Male,No,1,Graduate,Yes,45384,21515,Yes,575,300,Unknown,1,Rural,N
LN0246,Customer_0346,Other,No,3,Not Graduate,No,57488,20432,Yes,207,180,Unknown,1,Urban,Y
LN0247,Customer_0347,Other,No,2,Not Graduate,No,51597,39695,Yes,154,120,Yes,1,Rural,Y
LN0248,Customer_0348,Other,No,3,Not Graduate,Yes,56274,15421,Yes,338,300,Unknown,0,Urban,N
LN0249,Customer_0349,Female,Yes,2,Graduate,Yes,158970,21008,Yes,681,360,Unknown,1,Urban,N
LN0250,Customer_0350,Other,No,1,Graduate,Yes,71005,41230,Yes,234,180,Unknown,1,Rural,Y
LN0251,Customer_0351,Other,No,1,Graduate,Yes,50604,23065,Yes,266,360,Unknown,0,Rural,N
LN0252,Customer_0352,Other,No,0,Not Graduate,Yes,42819,30252,Yes,80,360,Unknown,0,Urban,N
LN0253,Customer_0353,Other,Yes,3,Graduate,Yes,12782,38785,Yes,328,120,Unknown,1,Semiurban,Y
LN0254,Customer_0354,Male,Yes,3,Not Graduate,No,33398,7005,Yes,524,360,Unknown,0,Urban,Y
LN0255,Customer_0355,Male,Yes,0,Not Graduate,No,56532,46877,Yes,274,360,No,0,Rural,N
LN0256,Customer_0356,Other,No,1,Not Graduate,No,28688,31811,Yes,226,60,Unknown,0,Rural,N
LN0257,Customer_0357,Female,No,1,Not Graduate,Yes,28644,37225,Yes,133,360,Yes,1,Semiurban,Y
LN0258,Customer_0358,Male,No,3,Not Graduate,No,43433,32351,Yes,617,360,Unknown,1,Semiurban,Y
LN0259,Customer_0359,Other,Yes,2,Graduate,Yes,280330,27195,Yes,141,180,Unknown,0,Urban,N
LN0260,Customer_0360,Male,No,1,Graduate,Yes,53966,9186,Yes,57,180,Yes,1,Urban,Y
LN0261,Customer_0361,Male,Yes,0,Graduate,No,6907,49920,Yes,623,120,Yes,0,Semiurban,Y
LN0262,Customer_0362,Female,Yes,0,Graduate,Yes,39499,46098,No,103,120,Unknown,1,Urban,Y
LN0263,Customer_0363,Other,Yes,0,Graduate,No,11273,25120,Yes,212,60,Unknown,0,Rural,N
LN0264,Customer_0364,Other,Yes,3,Graduate,No,65419,5074,Yes,680,360,Unknown,0,Urban,N
LN0265,Customer_0365,Female,Yes,3,Not Graduate,No,47666,9123,Yes,528,240,Unknown,1,Urban,Y
LN0266,Customer_0366,Female,No,3,Graduate,Yes,16478,24666,Yes,157,360,Unknown,0,Semiurban,Y
LN0267,Customer_0367,Other,No,3,Not Graduate,Yes,11273,47066,Yes,320,360,Unknown,1,Rural,N
LN0268,Customer_0368,Other,Yes,0,Not Graduate,Yes,52245,20717,Yes,675,60,Unknown,1,Urban,Y
LN0269,Customer_0369,Female,No,0,Not Graduate,No,49400,47565,Yes,286,120,Unknown,0,Urban,Y
LN0270,Customer_0370,Male,No,3,Not Graduate,Yes,42708,39959,Yes,310,300,Unknown,1,Rural,Y
LN0271,Customer_0371,Male,Yes,3,Not Graduate,No,35552,40316,Yes,578,120,Unknown,0,Rural,N
LN0272,Customer_0372,Female,Yes,0,Graduate,Yes,54560,19352,Yes,653,180,Unknown,1,Rural,Y
LN0273,Customer_0373,Male,No,3,Graduate,No,29430,31626,Yes,678,120,Yes,1,Urban,N
LN0274,Customer_0374,Female,No,3,Graduate,No,31575,45832,Yes,436,60,Unknown,0,Semiurban,N
LN0275,Customer_0375,Male,No,3,Not Graduate,Yes,61433,27653,Yes,452,300,No,0,Urban,N
LN0276,Customer_0376,Male,No,3,Graduate,Yes,52775,31289,Yes,407,360,Unknown,1,Urban,N
LN0277,Customer_0377,Other,Yes,1,Graduate,No,46436,2659,Yes,268,300,Unknown,0,Rural,N
LN0278,Customer_0378,Other,No,3,Not Graduate,No,55624,633,Yes,514,60,Yes,1,Rural,N
LN0279,Customer_0379,Male,Yes,0,Not Graduate,Yes,35938,15716,Yes,470,60,Unknown,1,Urban,Y
LN0280,Customer_0380,Male,Yes,0,Graduate,No,29358,35996,Yes,198,120,Unknown,0,Rural,N
LN0281,Customer_0381,Other,No,0,Not Graduate,Yes,11769,25800,Yes,406,240,Yes,0,Urban,Y
LN0282,Customer_0382,Other,No,0,Not Graduate,Yes,20285,17632,Yes,100,60,Unknown,1,Rural,N
LN0283,Customer_0383,Other,No,3,Not Graduate,No,25287,17366,Yes,103,180,Unknown,1,Semiurban,Y
LN0284,Customer_0384,Female,Yes,1,Graduate,Yes,50361,35278,Yes,188,60,Unknown,1,Urban,Y
LN0285,Customer_0385,Male,Yes,2,Not Graduate,No,48805,20234,Yes,162,300,Unknown,0,Urban,N
LN0286,Customer_0386,Other,Yes,2,Not Graduate,Yes,34347,20377,Yes,476,60,Unknown,1,Rural,Y
LN0287,Customer_0387,Male,Yes,2,Not Graduate,No,11986,48384,Yes,547,120,Unknown,1,Urban,Y
LN0288,Customer_0388,Female,No,2,Not Graduate,Yes,5066,33757,Yes,341,360,Unknown,1,Urban,N
LN0289,Customer_0389,Female,Yes,0,Not Graduate,Yes,45779,1616,Yes,395,120,Unknown,0,Urban,N
LN0290,Customer_0390,Other,Yes,3,Graduate,No,60714,31150,Yes,560,60,Yes,0,Rural,N
LN0291,Customer_0391,Female,No,3,Graduate,Yes,59112,8616,Yes,490,60,Unknown,0,Rural,N
LN0292,Customer_0392,Male,Yes,2,Not Graduate,No,62032,9622,Yes,681,360,Unknown,1,Urban,Y
LN0293,Customer_0393,Other,Yes,2,Not Graduate,No,22705,18019,Yes,652,240,No,1,Semiurban,N
LN0294,Customer_0394,Male,No,1,Graduate,No,27104,45160,Yes,530,180,Yes,0,Semiurban,N
LN0295,Customer_0395,Male,Yes,1,Graduate,No,45125,39163,Yes,277,300,Unknown,1,Urban,Y
LN0296,Customer_0396,Female,Yes,1,Not Graduate,No,61852,31364,Yes,659,120,Yes,1,Semiurban,Y
LN0297,Customer_0397,Female,Yes,0,Not Graduate,Yes,40326,37986,Yes,139,120,Unknown,1,Urban,Y
LN0298,Customer_0398,Female,Yes,3,Graduate,Yes,48536,16561,Yes,585,300,No,0,Rural,N
LN0299,Customer_0399,Female,No,0,Not Graduate,Yes,57070,13576,Yes,445,60,Yes,0,Semiurban,Y
LN0300,Customer_0400,Female,Yes,0,Not Graduate,Yes,28099,5251,Yes,124,360,Unknown,1,Semiurban,Y
LN0301,Customer_0401,Other,No,3,Graduate,Yes,36006,Unknown,Yes,385,180,Unknown,0,Urban,N
LN0302,Customer_0402,Male,Yes,1,Graduate,Yes,27810,28352,Yes,213,240,Yes,0,Urban,N
LN0303,Customer_0403,Male,No,3,Graduate,Yes,10388,33487,Yes,568,300,Yes,0,Rural,N
LN0304,Customer_0404,Male,No,2,Graduate,No,62247,35896,Yes,614,180,Unknown,0,Semiurban,N
LN0305,Customer_0405,Male,No,1,Not Graduate,No,43850,23419,Yes,205,120,Unknown,1,Semiurban,Y
LN0306,Customer_0406,Female,Yes,3,Not Graduate,No,28511,29080,Yes,552,180,No,1,Semiurban,Y
LN0307,Customer_0407,Male,Yes,0,Not Graduate,Yes,666120,27577,Yes,383,60,Unknown,1,Semiurban,Y
LN0308,Customer_0408,Other,Yes,3,Not Graduate,No,42224,14597,Yes,540,240,Unknown,1,Urban,Y
LN0309,Customer_0409,Other,No,1,Graduate,Yes,28394,35557,Yes,656,180,Yes,0,Rural,N
LN0310,Customer_0410,Male,Yes,2,Graduate,Yes,56269,25229,Yes,377,60,Unknown,1,Semiurban,Y
LN0311,Customer_0411,Male,Yes,0,Not Graduate,Yes,62459,22645,Yes,50,120,Unknown,0,Rural,N
LN0312,Customer_0412,Other,Yes,2,Not Graduate,No,70975,44516,Yes,409,240,Unknown,1,Urban,Y
LN0313,Customer_0413,Other,Yes,2,Not Graduate,No,13019,15306,Yes,676,240,Unknown,0,Urban,N
LN0314,Customer_0414,Female,No,0,Graduate,No,25470,27968,Yes,386,240,Unknown,1,Urban,Y
LN0315,Customer_0415,Other,No,3,Graduate,Yes,619760,12595,Yes,602,120,Unknown,0,Rural,N
LN0316,Customer_0416,Female,Yes,3,Graduate,Yes,51003,25065,Yes,236,360,No,1,Rural,Y
LN0317,Customer_0417,Female,Yes,2,Not Graduate,Yes,32658,25920,Yes,318,120,Unknown,1,Semiurban,Y
LN0318,Customer_0418,Female,Yes,3,Not Graduate,Yes,14928,39668,Yes,480,360,Unknown,0,Rural,N
LN0319,Customer_0419,Female,No,1,Not Graduate,No,428040,32636,Yes,588,60,No,0,Rural,Y
LN0320,Customer_0420,Female,Yes,2,Graduate,No,54243,33375,Yes,172,360,No,1,Semiurban,Y
LN0321,Customer_0421,Male,No,2,Not Graduate,No,41318,15072,Yes,601,120,Yes,1,Urban,Y
LN0322,Customer_0422,Other,No,2,Graduate,No,50812,36359,Yes,268,60,Unknown,0,Urban,N
LN0323,Customer_0423,Female,Yes,1,Not Graduate,Yes,48048,38413,Yes,465,180,Unknown,1,Rural,Y
LN0324,Customer_0424,Other,Yes,2,Not Graduate,Yes,45875,4119,Yes,235,120,Unknown,0,Semiurban,N
LN0325,Customer_0425,Other,Yes,3,Graduate,No,27591,5311,Yes,637,240,Unknown,0,Rural,Y
LN0326,Customer_0426,Female,No,3,Graduate,Yes,16891,8944,Yes,613,180,Unknown,0,Rural,N
LN0327,Customer_0427,Male,No,3,Not Graduate,Yes,Unknown,3048,Yes,254,300,Yes,1,Urban,N
LN0328,Customer_0428,Female,Yes,3,Graduate,No,29152,37212,Yes,385,60,Unknown,1,Semiurban,N
LN0329,Customer_0429,Male,No,2,Graduate,No,52457,4120,Yes,439,300,Unknown,0,Rural,N
LN0330,Customer_0430,Other,Yes,1,Graduate,Yes,74348,11653,Yes,353,300,Unknown,1,Rural,Y
LN0331,Customer_0431,Male,Yes,0,Graduate,No,39112,16000,Yes,561,240,Unknown,0,Rural,N
LN0332,Customer_0432,Male,No,3,Graduate,No,23840,33782,Yes,275,60,Yes,0,Urban,N
LN0333,Customer_0433,Male,No,0,Not Graduate,No,4208,45654,Yes,562,60,Unknown,0,Urban,Y
LN0334,Customer_0434,Other,No,0,Not Graduate,No,21242,9960,Yes,78,240,Unknown,0,Rural,N
LN0335,Customer_0435,Other,No,2,Not Graduate,No,4971,21280,Yes,653,360,Unknown,1,Semiurban,Y
LN0336,Customer_0436,Male,Yes,3,Not Graduate,No,32795,23437,Yes,664,60,Unknown,0,Urban,N
LN0337,Customer_0437,Male,Yes,3,Graduate,No,Unknown,25534,Yes,561,240,No,1,Rural,N
LN0338,Customer_0438,Female,Yes,3,Not Graduate,No,14502,34359,Yes,684,60,Unknown,0,Urban,N
LN0339,Customer_0439,Male,No,0,Graduate,No,31577,44221,Yes,663,360,Unknown,0,Urban,N
LN0340,Customer_0440,Female,Yes,3,Not Graduate,Yes,13354,13339,Yes,403,300,Yes,1,Rural,Y
LN0341,Customer_0441,Male,No,3,Not Graduate,No,70663,35356,Yes,521,120,Unknown,0,Urban,N
LN0342,Customer_0442,Female,No,1,Graduate,No,26860,35306,Yes,364,120,Unknown,1,Urban,Y
LN0343,Customer_0443,Other,No,2,Not Graduate,No,36328,14823,Yes,606,60,Yes,1,Rural,Y
LN0344,Customer_0444,Male,Yes,3,Not Graduate,Yes,45769,12459,Yes,328,240,Unknown,0,Urban,N
LN0345,Customer_0445,Male,No,3,Not Graduate,No,23771,6181,Yes,337,60,Unknown,1,Rural,Y
LN0346,Customer_0446,Male,No,2,Not Graduate,No,55084,12208,Yes,416,300,Unknown,0,Rural,Y
LN0347,Customer_0447,Male,No,2,Not Graduate,Yes,44250,32009,Yes,380,60,Unknown,0,Rural,N
LN0348,Customer_0448,Female,No,0,Not Graduate,Yes,Unknown,13035,Yes,446,300,Yes,0,Urban,Y
LN0349,Customer_0449,Male,No,0,Not Graduate,No,53580,5876,Yes,434,360,Unknown,1,Semiurban,Y
LN0350,Customer_0450,Other,No,0,Graduate,Yes,20331,1475,Yes,627,360,Unknown,0,Semiurban,N
LN0351,Customer_0451,Other,No,2,Not Graduate,Yes,165720,13780,Yes,560,300,Unknown,1,Urban,N
LN0352,Customer_0452,Male,No,1,Not Graduate,Yes,12896,26636,Yes,607,60,Unknown,0,Urban,Y
LN0353,Customer_0453,Other,No,3,Not Graduate,Yes,36077,24121,Yes,79,240,Unknown,0,Rural,N
LN0354,Customer_0454,Male,No,2,Not Graduate,Yes,74325,30978,Yes,246,240,Unknown,1,Semiurban,Y
LN0355,Customer_0455,Male,No,1,Not Graduate,No,542210,37843,Yes,312,300,Unknown,0,Semiurban,N
LN0356,Customer_0456,Other,No,2,Not Graduate,Yes,44620,25191,Yes,457,60,Yes,1,Urban,Y
LN0357,Customer_0457,Male,Yes,1,Graduate,No,Unknown,25860,Yes,144,60,Unknown,1,Rural,N
LN0358,Customer_0458,Other,Yes,2,Not Graduate,No,19049,26901,Yes,92,120,Yes,0,Urban,N
LN0359,Customer_0459,Female,No,2,Not Graduate,No,70678,11329,Yes,85,120,No,1,Urban,Y
LN0360,Customer_0460,Male,No,1,Graduate,Yes,32236,20056,Yes,507,360,Unknown,1,Semiurban,Y
LN0361,Customer_0461,Female,No,1,Graduate,No,24123,35623,Yes,178,60,No,1,Urban,N
LN0362,Customer_0462,Other,Yes,1,Not Graduate,Yes,29007,18007,Yes,568,300,Unknown,0,Semiurban,N
LN0363,Customer_0463,Female,Yes,1,Not Graduate,No,13142,28025,Yes,93,120,Yes,0,Urban,N
LN0364,Customer_0464,Female,Yes,1,Not Graduate,No,31498,38404,Yes,110,240,Unknown,0,Semiurban,N
LN0365,Customer_0465,Other,No,1,Graduate,No,36226,10895,Yes,587,180,Unknown,0,Semiurban,N
LN0366,Customer_0466,Female,No,1,Graduate,Yes,43348,9332,Yes,412,180,Unknown,1,Semiurban,Y
LN0367,Customer_0467,Female,No,1,Not Graduate,No,30524,35598,Yes,170,60,Yes,1,Semiurban,Y
LN0368,Customer_0468,Other,No,2,Not Graduate,Yes,52489,41458,Yes,546,300,Yes,0,Rural,N
LN0369,Customer_0469,Female,Yes,1,Graduate,Yes,18298,14540,Yes,207,360,Unknown,0,Semiurban,N
LN0370,Customer_0470,Other,No,1,Graduate,Yes,15135,4682,Yes,306,180,No,1,Rural,N
LN0371,Customer_0471,Female,Yes,2,Graduate,No,39788,9295,Yes,624,240,Unknown,1,Rural,Y
LN0372,Customer_0472,Other,Yes,2,Graduate,No,27920,35857,Yes,320,240,Unknown,1,Urban,Y
LN0373,Customer_0473,Other,No,0,Not Graduate,No,65015,34520,Yes,360,240,Unknown,1,Semiurban,Y
LN0374,Customer_0474,Female,Yes,0,Graduate,No,66010,36782,Yes,362,180,Unknown,0,Urban,N
LN0375,Customer_0475,Female,Yes,1,Graduate,Yes,8643,613,Yes,166,120,Yes,1,Urban,N
LN0376,Customer_0476,Female,Yes,1,Not Graduate,No,53094,17027,Yes,394,240,Unknown,1,Semiurban,Y
LN0377,Customer_0477,Male,Yes,0,Graduate,Yes,19729,43828,Yes,227,360,Unknown,0,Semiurban,N
LN0378,Customer_0478,Male,No,0,Not Graduate,Yes,56046,Unknown,Yes,166,300,Unknown,1,Urban,N
LN0379,Customer_0479,Male,No,3,Graduate,No,64039,45652,Yes,214,300,Unknown,0,Urban,N
LN0380,Customer_0480,Other,Yes,3,Not Graduate,No,44284,16202,Yes,223,300,Unknown,0,Semiurban,Y
LN0381,Customer_0481,Female,No,1,Graduate,Yes,14804,46905,Yes,680,120,No,0,Rural,N
LN0382,Customer_0482,Other,Yes,3,Not Graduate,Yes,60867,20083,Yes,204,300,Unknown,1,Rural,Y
LN0383,Customer_0483,Male,No,0,Not Graduate,No,10816,43322,Yes,644,300,Yes,1,Urban,Y
LN0384,Customer_0484,Female,No,1,Graduate,No,30473,49313,Yes,559,180,Unknown,0,Rural,Y
LN0385,Customer_0485,Other,No,2,Not Graduate,No,14932,10013,Yes,359,120,Unknown,0,Urban,Y
LN0386,Customer_0486,Female,No,2,Not Graduate,Yes,52410,6069,Yes,283,120,Unknown,1,Semiurban,Y
LN0387,Customer_0487,Other,No,0,Graduate,Yes,26709,27341,Yes,400,180,Unknown,1,Urban,N
LN0388,Customer_0488,Female,Yes,3,Not Graduate,No,9487,36170,Yes,211,360,Unknown,1,Rural,N
LN0389,Customer_0489,Male,No,2,Not Graduate,Yes,20204,10819,Yes,640,300,Unknown,1,Rural,Y
LN0390,Customer_0490,Male,Yes,3,Graduate,Yes,8988,Unknown,Yes,341,360,Unknown,0,Rural,N
LN0391,Customer_0491,Female,Yes,2,Graduate,Yes,30364,45954,Yes,176,180,Unknown,1,Semiurban,Y
LN0392,Customer_0492,Other,No,3,Not Graduate,Yes,41403,29173,Yes,651,180,Unknown,1,Semiurban,N
LN0393,Customer_0493,Male,Yes,2,Not Graduate,No,24048,56,Yes,143,180,Yes,1,Semiurban,N
LN0394,Customer_0494,Male,No,2,Not Graduate,Yes,10093,26920,Yes,495,180,Unknown,0,Rural,N
LN0395,Customer_0495,Male,Yes,1,Not Graduate,No,32196,5996,Yes,138,60,Unknown,1,Semiurban,Y
LN0396,Customer_0496,Female,Yes,1,Not Graduate,No,25727,29801,Yes,437,240,Unknown,0,Semiurban,N
LN0397,Customer_0497,Female,No,0,Graduate,Yes,45167,33387,Yes,298,180,Unknown,0,Semiurban,N
LN0398,Customer_0498,Other,No,2,Not Graduate,No,27884,16041,Yes,230,360,Yes,0,Urban,N
LN0399,Customer_0499,Other,No,3,Graduate,No,37607,21258,Yes,110,180,Unknown,1,Rural,Y
LN0400,Customer_0500,Other,No,2,Graduate,No,47312,13066,Yes,196,360,Unknown,0,Rural,Y
LN0401,Customer_0501,Female,Yes,3,Graduate,Yes,43769,2613,Yes,680,180,Unknown,0,Rural,N
LN0402,Customer_0502,Female,No,3,Graduate,No,12575,28837,Yes,330,180,No,0,Semiurban,N
LN0403,Customer_0503,Other,Yes,2,Not Graduate,Yes,430740,21757,Yes,615,240,Unknown,1,Semiurban,Y
LN0404,Customer_0504,Other,Yes,3,Not Graduate,No,13664,19219,Yes,161,180,Unknown,0,Semiurban,N
LN0405,Customer_0505,Female,Yes,0,Not Graduate,No,16299,25241,Yes,346,300,Unknown,0,Urban,N
LN0406,Customer_0506,Other,Yes,1,Graduate,No,31032,41087,Yes,611,240,Unknown,1,Urban,Y
LN0407,Customer_0507,Male,Yes,3,Graduate,No,44397,3557,Yes,166,240,Unknown,0,Urban,N
LN0408,Customer_0508,Female,Yes,2,Not Graduate,Yes,68991,4171,Yes,76,300,Yes,0,Semiurban,N
LN0409,Customer_0509,Other,No,1,Graduate,No,58919,4982,Yes,481,60,Unknown,0,Semiurban,N
LN0410,Customer_0510,Female,Yes,0,Not Graduate,No,61447,13532,Yes,360,240,Unknown,1,Rural,Y
LN0411,Customer_0511,Male,Yes,3,Graduate,No,68498,39693,Yes,439,180,No,1,Urban,Y
LN0412,Customer_0512,Female,Yes,3,Graduate,Yes,47572,220180,Yes,511,300,Unknown,0,Semiurban,Y
LN0413,Customer_0513,Female,No,1,Graduate,Yes,73274,48562,Yes,55,180,Unknown,1,Urban,Y
LN0414,Customer_0514,Female,No,3,Graduate,No,19775,5737,Yes,579,240,Unknown,1,Urban,Y
LN0415,Customer_0515,Female,Yes,2,Graduate,No,38389,45670,Yes,208,120,Yes,0,Semiurban,N
LN0416,Customer_0516,Male,No,1,Graduate,No,9176,25561,Yes,357,300,Unknown,0,Urban,N
LN0417,Customer_0517,Female,Yes,1,Graduate,No,51263,24329,Yes,244,360,No,0,Urban,Y
LN0418,Customer_0518,Female,No,3,Not Graduate,Yes,12112,18957,Yes,528,240,Unknown,0,Semiurban,N
LN0419,Customer_0519,Other,Yes,0,Not Graduate,Yes,30033,1156,Yes,279,120,Yes,0,Semiurban,N
LN0420,Customer_0520,Female,No,0,Graduate,Yes,22984,38421,Yes,555,240,Unknown,0,Urban,N
LN0421,Customer_0521,Other,No,0,Graduate,No,34742,3868,Yes,386,180,Yes,0,Rural,Y
LN0422,Customer_0522,Male,No,0,Not Graduate,No,73044,41203,Yes,182,60,Unknown,1,Rural,Y
LN0423,Customer_0523,Male,Yes,1,Graduate,No,42210,17151,Yes,208,60,Unknown,0,Rural,N
LN0424,Customer_0524,Male,Yes,1,Not Graduate,No,59806,44177,Yes,321,180,Unknown,0,Semiurban,N
LN0425,Customer_0525,Male,Yes,3,Not Graduate,Yes,62132,8606,Yes,582,60,Unknown,1,Rural,Y
LN0426,Customer_0526,Other,No,0,Not Graduate,Yes,74752,39338,Yes,344,180,Unknown,0,Semiurban,N
LN0427,Customer_0527,Female,No,0,Not Graduate,Yes,27269,11475,Yes,379,120,Unknown,0,Urban,N
LN0428,Customer_0528,Male,Yes,3,Not Graduate,No,68796,45304,Yes,330,180,Unknown,0,Semiurban,N
LN0429,Customer_0529,Female,No,3,Graduate,No,9833,44066,Yes,486,240,Yes,0,Rural,Y
LN0430,Customer_0530,Other,Yes,3,Graduate,No,12527,35654,Yes,113,240,Unknown,0,Rural,N
LN0431,Customer_0531,Other,Yes,2,Not Graduate,No,8944,47356,Yes,408,60,Unknown,0,Rural,N
LN0432,Customer_0532,Other,Yes,3,Graduate,No,25518,861,Yes,278,240,Unknown,1,Rural,Y
LN0433,Customer_0533,Male,Yes,3,Not Graduate,Yes,36102,30467,Yes,663,300,Unknown,1,Rural,Y
LN0434,Customer_0534,Female,No,2,Graduate,No,10669,21298,Yes,296,240,Yes,1,Urban,Y
LN0435,Customer_0535,Female,No,0,Graduate,No,28379,27933,Yes,141,180,No,1,Urban,Y
LN0436,Customer_0536,Female,No,1,Graduate,Yes,26712,44724,Yes,697,300,Unknown,0,Urban,Y
LN0437,Customer_0537,Other,Yes,0,Graduate,Yes,22191,49361,Yes,50,300,Unknown,1,Urban,N
LN0438,Customer_0538,Male,No,1,Graduate,No,16259,401450,Yes,364,300,Unknown,0,Semiurban,N
LN0439,Customer_0539,Other,Yes,1,Graduate,Yes,40958,38998,Yes,340,300,Yes,0,Rural,Y
LN0440,Customer_0540,Other,Yes,3,Graduate,No,28516,22667,Yes,295,60,Unknown,1,Rural,N
LN0441,Customer_0541,Female,Yes,3,Graduate,No,38931,527770,Yes,289,120,Unknown,1,Urban,Y
LN0442,Customer_0542,Other,Yes,2,Not Graduate,Yes,14624,43653,Yes,530,60,Yes,0,Urban,N
LN0443,Customer_0543,Female,Yes,0,Not Graduate,No,Unknown,16228,Yes,321,240,No,0,Urban,N
LN0444,Customer_0544,Male,Yes,0,Graduate,No,35791,34418,Yes,566,120,Unknown,1,Semiurban,Y
LN0445,Customer_0545,Female,No,1,Graduate,No,7652,48820,Yes,363,60,Unknown,0,Semiurban,Y
LN0446,Customer_0546,Male,No,3,Graduate,Yes,38516,35726,Yes,618,360,Unknown,0,Urban,N
LN0447,Customer_0547,Female,No,3,Not Graduate,Yes,11095,20841,Yes,188,120,Unknown,0,Rural,N
LN0448,Customer_0548,Other,No,0,Graduate,Yes,71893,5990,Yes,547,60,Unknown,0,Semiurban,N
LN0449,Customer_0549,Other,Yes,2,Graduate,Yes,11095,12647,Yes,376,60,Yes,0,Urban,N
LN0450,Customer_0550,Male,Yes,3,Not Graduate,No,58124,18350,Yes,170,300,Unknown,0,Urban,N
LN0451,Customer_0551,Male,No,2,Not Graduate,Yes,31242,3286,Yes,441,240,Unknown,1,Urban,Y
LN0452,Customer_0552,Male,No,0,Not Graduate,No,29333,18526,Yes,514,60,Unknown,0,Rural,N
LN0453,Customer_0553,Female,No,0,Graduate,Yes,16169,33724,Yes,226,240,Unknown,0,Semiurban,N
LN0454,Customer_0554,Female,No,2,Not Graduate,Yes,62222,27620,Yes,413,180,Unknown,1,Rural,Y
LN0455,Customer_0555,Male,No,3,Graduate,No,21916,217,Yes,547,60,Unknown,0,Semiurban,N
LN0456,Customer_0556,Other,No,0,Not Graduate,Yes,41105,35183,Yes,210,120,Unknown,0,Rural,N
LN0457,Customer_0557,Female,No,1,Graduate,Yes,72309,22579,Yes,599,240,Unknown,1,Semiurban,Y
LN0458,Customer_0558,Female,No,0,Graduate,No,51194,44305,Yes,384,360,Unknown,1,Rural,Y
LN0459,Customer_0559,Female,Yes,3,Graduate,Yes,62422,34235,Yes,99,360,Unknown,1,Urban,N
LN0460,Customer_0560,Male,Yes,1,Not Graduate,No,58617,45742,Yes,138,60,Unknown,0,Rural,Y
LN0461,Customer_0561,Male,Yes,0,Graduate,Yes,24045,19256,Yes,625,120,Yes,0,Urban,N
LN0462,Customer_0562,Male,Yes,3,Graduate,No,70593,16416,Yes,274,60,Unknown,1,Rural,Y
LN0463,Customer_0563,Male,No,3,Graduate,Yes,20061,43879,Yes,435,60,Yes,0,Urban,N
LN0464,Customer_0564,Male,Yes,0,Not Graduate,No,38742,19871,Yes,216,180,Unknown,0,Urban,N
LN0465,Customer_0565,Other,No,3,Graduate,Yes,27860,23171,Yes,386,60,Unknown,1,Rural,N
LN0466,Customer_0566,Other,Yes,2,Graduate,No,57800,25000,Yes,639,60,Unknown,1,Rural,N
LN0467,Customer_0567,Male,No,1,Graduate,Yes,42212,21266,Yes,484,360,Unknown,1,Rural,N
LN0468,Customer_0568,Female,No,2,Graduate,Yes,21224,3078,Yes,571,180,Unknown,1,Rural,Y
LN0469,Customer_0569,Male,Yes,0,Not Graduate,Yes,70414,39406,Yes,297,120,Unknown,1,Rural,Y
LN0470,Customer_0570,Other,Yes,2,Graduate,No,31538,29410,Yes,93,60,Unknown,1,Urban,Y
LN0471,Customer_0571,Other,No,0,Not Graduate,No,18037,37630,Yes,536,240,Unknown,1,Urban,Y
LN0472,Customer_0572,Female,No,0,Not Graduate,Yes,14690,12118,Yes,526,180,Unknown,0,Semiurban,N
LN0473,Customer_0573,Other,No,3,Graduate,Yes,13323,21857,Yes,158,60,Unknown,0,Semiurban,N
LN0474,Customer_0574,Male,Yes,3,Not Graduate,Yes,6314,12210,Yes,119,360,Unknown,0,Semiurban,N
LN0475,Customer_0575,Female,Yes,0,Not Graduate,Yes,49185,15031,Yes,592,180,Unknown,0,Rural,N
LN0476,Customer_0576,Male,No,1,Not Graduate,Yes,Unknown,37062,Yes,158,240,No,1,Rural,Y
LN0477,Customer_0577,Male,Yes,1,Graduate,Yes,17356,33482,Yes,658,60,Unknown,1,Rural,Y
LN0478,Customer_0578,Female,No,1,Not Graduate,Yes,8340,14770,Yes,599,240,Unknown,0,Rural,Y
LN0479,Customer_0579,Male,Yes,2,Not Graduate,Yes,Unknown,36748,Yes,313,360,Unknown,1,Urban,Y
LN0480,Customer_0580,Other,Yes,0,Graduate,Yes,65550,37151,Yes,339,180,Unknown,1,Urban,Y
LN0481,Customer_0581,Male,Yes,3,Graduate,Yes,45675,44689,Yes,194,180,Unknown,1,Urban,Y
LN0482,Customer_0582,Female,Yes,2,Not Graduate,No,3392,39630,Yes,578,300,Unknown,0,Semiurban,N
LN0483,Customer_0583,Female,Yes,2,Not Graduate,No,74007,18998,Yes,143,360,Unknown,0,Semiurban,N
LN0484,Customer_0584,Female,No,3,Not Graduate,Yes,53421,810,Yes,387,180,No,0,Urban,N
LN0485,Customer_0585,Male,No,0,Graduate,Yes,11137,10647,Yes,614,120,Unknown,0,Urban,Y
LN0486,Customer_0586,Female,Yes,2,Not Graduate,Yes,16997,34798,Yes,670,300,Unknown,1,Urban,N
LN0487,Customer_0587,Female,No,0,Graduate,No,Unknown,13204,Yes,618,360,Unknown,1,Urban,Y
