,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Owns_House,Property_Area,Loan_Status,Has_CreditCard
347,Male,No,2,Not Graduate,Yes,44250,32009,380,60,0,Rural,N,Yes
348,Female,No,0,Not Graduate,Yes,36688,13035,446,300,0,Urban,Y,Yes
349,Male,No,0,Not Graduate,No,53580,5876,434,360,1,Semiurban,Y,Yes
350,Other,No,0,Graduate,Yes,20331,1475,627,360,0,Semiurban,N,Yes
352,Male,No,1,Not Graduate,Yes,12896,26636,607,60,0,Urban,Y,Yes
353,Other,No,3,Not Graduate,Yes,36077,24121,79,240,0,Rural,N,Yes
354,Male,No,2,Not Graduate,Yes,74325,30978,246,240,1,Semiurban,Y,Yes
356,Other,No,2,Not Graduate,Yes,44620,25191,457,60,1,Urban,Y,Yes
357,Male,Yes,1,Graduate,No,11549,25860,144,60,1,Rural,N,Yes
358,Other,Yes,2,Not Graduate,No,19049,26901,92,120,0,Urban,N,Yes
359,Female,No,2,Not Graduate,No,70678,11329,85,120,1,Urban,Y,Yes
360,Male,No,1,Graduate,Yes,32236,20056,507,360,1,Semiurban,Y,Yes
361,Female,No,1,Graduate,No,24123,35623,178,60,1,Urban,N,Yes
362,Other,Yes,1,Not Graduate,Yes,29007,18007,568,300,0,Semiurban,N,Yes
363,Female,Yes,1,Not Graduate,No,13142,28025,93,120,0,Urban,N,Yes
364,Female,Yes,1,Not Graduate,No,31498,38404,110,240,0,Semiurban,N,Yes
365,Other,No,1,Graduate,No,36226,10895,587,180,0,Semiurban,N,Yes
366,Female,No,1,Graduate,Yes,43348,9332,412,180,1,Semiurban,Y,Yes
367,Female,No,1,Not Graduate,No,30524,35598,170,60,1,Semiurban,Y,Yes
368,Other,No,2,Not Graduate,Yes,52489,41458,546,300,0,Rural,N,Yes
369,Female,Yes,1,Graduate,Yes,18298,14540,207,360,0,Semiurban,N,Yes
370,Other,No,1,Graduate,Yes,15135,4682,306,180,1,Rural,N,Yes
371,Female,Yes,2,Graduate,No,39788,9295,624,240,1,Rural,Y,Yes
372,Other,Yes,2,Graduate,No,27920,35857,320,240,1,Urban,Y,Yes
373,Other,No,0,Not Graduate,No,65015,34520,360,240,1,Semiurban,Y,Yes
374,Female,Yes,0,Graduate,No,66010,36782,362,180,0,Urban,N,Yes
375,Female,Yes,1,Graduate,Yes,8643,613,166,120,1,Urban,N,Yes
376,Female,Yes,1,Not Graduate,No,53094,17027,394,240,1,Semiurban,Y,Yes
377,Male,Yes,0,Graduate,Yes,19729,43828,227,360,0,Semiurban,N,Yes
378,Male,No,0,Not Graduate,Yes,56046,26903,166,300,1,Urban,N,Yes
379,Male,No,3,Graduate,No,64039,45652,214,300,0,Urban,N,Yes
380,Other,Yes,3,Not Graduate,No,44284,16202,223,300,0,Semiurban,Y,Yes
381,Female,No,1,Graduate,Yes,14804,46905,680,120,0,Rural,N,Yes
382,Other,Yes,3,Not Graduate,Yes,60867,20083,204,300,1,Rural,Y,Yes
383,Male,No,0,Not Graduate,No,10816,43322,644,300,1,Urban,Y,Yes
384,Female,No,1,Graduate,No,30473,49313,559,180,0,Rural,Y,Yes
385,Other,No,2,Not Graduate,No,14932,10013,359,120,0,Urban,Y,Yes
386,Female,No,2,Not Graduate,Yes,52410,6069,283,120,1,Semiurban,Y,Yes
387,Other,No,0,Graduate,Yes,26709,27341,400,180,1,Urban,N,Yes
388,Female,Yes,3,Not Graduate,No,9487,36170,211,360,1,Rural,N,Yes
389,Male,No,2,Not Graduate,Yes,20204,10819,640,300,1,Rural,Y,Yes
390,Male,Yes,3,Graduate,Yes,8988,26310,341,360,0,Rural,N,Yes
391,Female,Yes,2,Graduate,Yes,30364,45954,176,180,1,Semiurban,Y,Yes
392,Other,No,3,Not Graduate,Yes,41403,29173,651,180,1,Semiurban,N,Yes
393,Male,Yes,2,Not Graduate,No,24048,56,143,180,1,Semiurban,N,Yes
394,Male,No,2,Not Graduate,Yes,10093,26920,495,180,0,Rural,N,Yes
395,Male,Yes,1,Not Graduate,No,32196,5996,138,60,1,Semiurban,Y,Yes
396,Female,Yes,1,Not Graduate,No,25727,29801,437,240,0,Semiurban,N,Yes
397,Female,No,0,Graduate,Yes,45167,33387,298,180,0,Semiurban,N,Yes
398,Other,No,2,Not Graduate,No,27884,16041,230,360,0,Urban,N,Yes
399,Other,No,3,Graduate,No,37607,21258,110,180,1,Rural,Y,Yes
400,Other,No,2,Graduate,No,47312,13066,196,360,0,Rural,Y,Yes
401,Female,Yes,3,Graduate,Yes,43769,2613,680,180,0,Rural,N,Yes
402,Female,No,3,Graduate,No,12575,28837,330,180,0,Semiurban,N,Yes
404,Other,Yes,3,Not Graduate,No,13664,19219,161,180,0,Semiurban,N,Yes
405,Female,Yes,0,Not Graduate,No,16299,25241,346,300,0,Urban,N,Yes
406,Other,Yes,1,Graduate,No,31032,41087,611,240,1,Urban,Y,Yes
407,Male,Yes,3,Graduate,No,44397,3557,166,240,0,Urban,N,Yes
408,Female,Yes,2,Not Graduate,Yes,68991,4171,76,300,0,Semiurban,N,Yes
409,Other,No,1,Graduate,No,58919,4982,481,60,0,Semiurban,N,Yes
410,Female,Yes,0,Not Graduate,No,61447,13532,360,240,1,Rural,Y,Yes
411,Male,Yes,3,Graduate,No,68498,39693,439,180,1,Urban,Y,Yes
413,Female,No,1,Graduate,Yes,73274,48562,55,180,1,Urban,Y,Yes
414,Female,No,3,Graduate,No,19775,5737,579,240,1,Urban,Y,Yes
415,Female,Yes,2,Graduate,No,38389,45670,208,120,0,Semiurban,N,Yes
416,Male,No,1,Graduate,No,9176,25561,357,300,0,Urban,N,Yes
417,Female,Yes,1,Graduate,No,51263,24329,244,360,0,Urban,Y,Yes
418,Female,No,3,Not Graduate,Yes,12112,18957,528,240,0,Semiurban,N,Yes
419,Other,Yes,0,Not Graduate,Yes,30033,1156,279,120,0,Semiurban,N,Yes
420,Female,No,0,Graduate,Yes,22984,38421,555,240,0,Urban,N,Yes
421,Other,No,0,Graduate,No,34742,3868,386,180,0,Rural,Y,Yes
422,Male,No,0,Not Graduate,No,73044,41203,182,60,1,Rural,Y,Yes
423,Male,Yes,1,Graduate,No,42210,17151,208,60,0,Rural,N,Yes
424,Male,Yes,1,Not Graduate,No,59806,44177,321,180,0,Semiurban,N,Yes
425,Male,Yes,3,Not Graduate,Yes,62132,8606,582,60,1,Rural,Y,Yes
426,Other,No,0,Not Graduate,Yes,74752,39338,344,180,0,Semiurban,N,Yes
427,Female,No,0,Not Graduate,Yes,27269,11475,379,120,0,Urban,N,Yes
428,Male,Yes,3,Not Graduate,No,68796,45304,330,180,0,Semiurban,N,Yes
429,Female,No,3,Graduate,No,9833,44066,486,240,0,Rural,Y,Yes
430,Other,Yes,3,Graduate,No,12527,35654,113,240,0,Rural,N,Yes
431,Other,Yes,2,Not Graduate,No,8944,47356,408,60,0,Rural,N,Yes
432,Other,Yes,3,Graduate,No,25518,861,278,240,1,Rural,Y,Yes
433,Male,Yes,3,Not Graduate,Yes,36102,30467,663,300,1,Rural,Y,Yes
434,Female,No,2,Graduate,No,10669,21298,296,240,1,Urban,Y,Yes
435,Female,No,0,Graduate,No,28379,27933,141,180,1,Urban,Y,Yes
436,Female,No,1,Graduate,Yes,26712,44724,697,300,0,Urban,Y,Yes
437,Other,Yes,0,Graduate,Yes,22191,49361,50,300,1,Urban,N,Yes
439,Other,Yes,1,Graduate,Yes,40958,38998,340,300,0,Rural,Y,Yes
440,Other,Yes,3,Graduate,No,28516,22667,295,60,1,Rural,N,Yes
442,Other,Yes,2,Not Graduate,Yes,14624,43653,530,60,0,Urban,N,Yes
443,Female,Yes,0,Not Graduate,No,16571,16228,321,240,0,Urban,N,Yes
444,Male,Yes,0,Graduate,No,35791,34418,566,120,1,Semiurban,Y,Yes
445,Female,No,1,Graduate,No,7652,48820,363,60,0,Semiurban,Y,Yes
446,Male,No,3,Graduate,Yes,38516,35726,618,360,0,Urban,N,Yes
447,Female,No,3,Not Graduate,Yes,11095,20841,188,120,0,Rural,N,Yes
448,Other,No,0,Graduate,Yes,71893,5990,547,60,0,Semiurban,N,Yes
449,Other,Yes,2,Graduate,Yes,11095,12647,376,60,0,Urban,N,Yes
450,Male,Yes,3,Not Graduate,No,58124,18350,170,300,0,Urban,N,Yes
451,Male,No,2,Not Graduate,Yes,31242,3286,441,240,1,Urban,Y,Yes
452,Male,No,0,Not Graduate,No,29333,18526,514,60,0,Rural,N,Yes
453,Female,No,0,Graduate,Yes,16169,33724,226,240,0,Semiurban,N,Yes
454,Female,No,2,Not Graduate,Yes,62222,27620,413,180,1,Rural,Y,Yes
455,Male,No,3,Graduate,No,21916,217,547,60,0,Semiurban,N,Yes
456,Other,No,0,Not Graduate,Yes,41105,35183,210,120,0,Rural,N,Yes
457,Female,No,1,Graduate,Yes,72309,22579,599,240,1,Semiurban,Y,Yes
458,Female,No,0,Graduate,No,51194,44305,384,360,1,Rural,Y,Yes
459,Female,Yes,3,Graduate,Yes,62422,34235,99,360,1,Urban,N,Yes
460,Male,Yes,1,Not Graduate,No,58617,45742,138,60,0,Rural,Y,Yes
461,Male,Yes,0,Graduate,Yes,24045,19256,625,120,0,Urban,N,Yes
462,Male,Yes,3,Graduate,No,70593,16416,274,60,1,Rural,Y,Yes
463,Male,No,3,Graduate,Yes,20061,43879,435,60,0,Urban,N,Yes
464,Male,Yes,0,Not Graduate,No,38742,19871,216,180,0,Urban,N,Yes
465,Other,No,3,Graduate,Yes,27860,23171,386,60,1,Rural,N,Yes
466,Other,Yes,2,Graduate,No,57800,25000,639,60,1,Rural,N,Yes
467,Male,No,1,Graduate,Yes,42212,21266,484,360,1,Rural,N,Yes
468,Female,No,2,Graduate,Yes,21224,3078,571,180,1,Rural,Y,Yes
469,Male,Yes,0,Not Graduate,Yes,70414,39406,297,120,1,Rural,Y,Yes
470,Other,Yes,2,Graduate,No,31538,29410,93,60,1,Urban,Y,Yes
471,Other,No,0,Not Graduate,No,18037,37630,536,240,1,Urban,Y,Yes
472,Female,No,0,Not Graduate,Yes,14690,12118,526,180,0,Semiurban,N,Yes
473,Other,No,3,Graduate,Yes,13323,21857,158,60,0,Semiurban,N,Yes
474,Male,Yes,3,Not Graduate,Yes,6314,12210,119,360,0,Semiurban,N,Yes
475,Female,Yes,0,Not Graduate,Yes,49185,15031,592,180,0,Rural,N,Yes
476,Male,No,1,Not Graduate,Yes,38310,37062,158,240,1,Rural,Y,Yes
477,Male,Yes,1,Graduate,Yes,17356,33482,658,60,1,Rural,Y,Yes
478,Female,No,1,Not Graduate,Yes,8340,14770,599,240,0,Rural,Y,Yes
479,Male,Yes,2,Not Graduate,Yes,46468,36748,313,360,1,Urban,Y,Yes
480,Other,Yes,0,Graduate,Yes,65550,37151,339,180,1,Urban,Y,Yes
481,Male,Yes,3,Graduate,Yes,45675,44689,194,180,1,Urban,Y,Yes
482,Female,Yes,2,Not Graduate,No,3392,39630,578,300,0,Semiurban,N,Yes
483,Female,Yes,2,Not Graduate,No,74007,18998,143,360,0,Semiurban,N,Yes
484,Female,No,3,Not Graduate,Yes,53421,810,387,180,0,Urban,N,Yes
485,Male,No,0,Graduate,Yes,11137,10647,614,120,0,Urban,Y,Yes
486,Female,Yes,2,Not Graduate,Yes,16997,34798,670,300,1,Urban,N,Yes
487,Female,No,0,Graduate,No,51951,13204,618,360,1,Urban,Y,Yes
488,Male,No,0,Not Graduate,No,13397,23834,110,240,0,Urban,N,Yes
489,Other,Yes,0,Not Graduate,Yes,34530,15245,586,360,0,Semiurban,N,Yes
490,Male,No,3,Graduate,Yes,51364,26361,127,120,1,Rural,Y,Yes
491,Female,Yes,0,Not Graduate,Yes,7794,34740,588,120,0,Rural,N,Yes
492,Female,No,2,Graduate,No,74899,40722,480,240,0,Urban,N,Yes
493,Male,No,3,Not Graduate,No,11079,23027,148,240,0,Rural,N,Yes
494,Other,No,3,Graduate,No,70041,34495,589,240,0,Urban,N,Yes
495,Female,No,2,Graduate,No,12448,40271,695,300,1,Urban,N,Yes
496,Female,No,3,Not Graduate,Yes,62606,37889,364,120,0,Rural,N,Yes
497,Female,No,2,Graduate,Yes,43177,18616,272,240,0,Rural,N,Yes
498,Male,No,1,Not Graduate,Yes,35977,47777,238,120,1,Rural,Y,Yes
499,Female,Yes,2,Graduate,Yes,23177,5680,354,300,1,Urban,N,Yes
500,Other,Yes,3,Graduate,Yes,56673,6745,405,60,1,Semiurban,Y,Yes
501,Female,Yes,2,Graduate,No,22431,7605,529,300,1,Urban,N,Yes
502,Female,Yes,1,Not Graduate,Yes,70655,33530,89,60,1,Rural,Y,Yes
503,Other,No,0,Graduate,Yes,3177,32789,525,120,1,Urban,N,Yes
504,Female,No,0,Graduate,No,13226,14812,163,240,1,Semiurban,N,Yes
505,Male,No,0,Graduate,Yes,15231,37329,375,60,1,Semiurban,N,Yes
506,Male,Yes,3,Not Graduate,Yes,52426,3305,671,360,1,Urban,Y,Yes
507,Male,Yes,1,Not Graduate,Yes,55147,28843,581,180,1,Urban,N,Yes
508,Other,Yes,2,Graduate,No,17082,40538,279,120,0,Semiurban,N,Yes
509,Female,No,2,Graduate,Yes,19175,31394,437,60,1,Rural,N,Yes
510,Male,Yes,2,Not Graduate,No,17133,9733,354,300,1,Rural,N,Yes
511,Other,No,2,Graduate,No,65877,8612,125,240,1,Urban,Y,Yes
512,Female,Yes,3,Graduate,No,25427,44504,314,60,0,Rural,N,Yes
513,Other,No,3,Graduate,No,18121,4436,364,180,1,Rural,N,Yes
514,Male,Yes,1,Graduate,Yes,17837,39865,677,120,1,Urban,N,Yes
515,Male,No,2,Graduate,No,13546,26559,564,360,0,Rural,N,Yes
517,Other,Yes,3,Not Graduate,No,70089,8314,310,300,1,Urban,Y,Yes
518,Other,No,1,Graduate,Yes,63029,41393,418,300,0,Semiurban,N,Yes
519,Male,No,1,Graduate,Yes,28241,16335,131,300,1,Rural,Y,Yes
520,Other,Yes,3,Not Graduate,Yes,64445,22715,686,120,1,Semiurban,Y,Yes
521,Male,No,0,Not Graduate,Yes,5469,4165,279,360,1,Semiurban,N,Yes
522,Male,Yes,0,Not Graduate,Yes,52067,40805,695,360,1,Semiurban,Y,Yes
523,Female,No,2,Not Graduate,Yes,4474,31037,647,300,1,Semiurban,N,Yes
524,Other,Yes,3,Graduate,Yes,51554,14772,347,300,1,Semiurban,Y,Yes
525,Male,No,0,Not Graduate,Yes,34109,17999,604,240,1,Urban,Y,Yes
526,Male,Yes,3,Graduate,Yes,25861,15505,330,360,0,Urban,Y,Yes
527,Other,Yes,1,Not Graduate,Yes,36105,22388,517,300,0,Semiurban,N,Yes
528,Female,Yes,1,Not Graduate,No,60612,36576,579,300,1,Semiurban,Y,Yes
530,Male,Yes,3,Graduate,Yes,38596,46461,272,60,1,Urban,Y,Yes
531,Other,No,2,Not Graduate,Yes,4336,47094,64,240,1,Urban,N,Yes
532,Female,No,2,Not Graduate,No,46316,14515,595,360,0,Rural,N,Yes
533,Other,No,0,Not Graduate,No,50917,33303,229,360,1,Rural,Y,Yes
534,Other,Yes,3,Graduate,Yes,37435,33890,51,360,0,Urban,N,Yes
535,Male,No,2,Graduate,Yes,69748,39857,200,240,0,Rural,N,Yes
536,Female,No,3,Not Graduate,No,5768,21597,159,120,0,Urban,Y,Yes
537,Male,No,2,Graduate,Yes,67077,14103,356,240,1,Semiurban,N,Yes
538,Female,Yes,1,Not Graduate,Yes,30634,36302,446,60,1,Urban,Y,Yes
539,Female,No,1,Graduate,No,57928,17042,667,180,1,Rural,Y,Yes
540,Female,No,0,Not Graduate,No,52596,31004,63,60,0,Urban,N,Yes
541,Female,No,1,Graduate,Yes,56533,48149,322,240,1,Semiurban,Y,Yes
542,Female,No,2,Not Graduate,Yes,39444,14337,427,180,1,Semiurban,Y,Yes
543,Other,Yes,0,Graduate,Yes,21211,30668,256,60,1,Urban,Y,Yes
544,Male,Yes,0,Graduate,No,25669,27683,668,300,1,Semiurban,Y,Yes
545,Other,No,1,Not Graduate,Yes,57711,7218,296,180,1,Semiurban,Y,Yes
546,Female,No,3,Not Graduate,Yes,73047,42126,436,240,1,Urban,Y,Yes
547,Male,No,1,Graduate,No,58480,37759,124,120,0,Semiurban,N,Yes
548,Female,No,1,Not Graduate,Yes,36453,13794,92,360,0,Urban,N,Yes
549,Male,Yes,0,Not Graduate,Yes,36452,42931,182,240,1,Semiurban,Y,Yes
550,Other,Yes,1,Not Graduate,Yes,50769,5397,480,360,0,Rural,N,Yes
552,Male,Yes,0,Graduate,No,15891,45031,105,180,1,Rural,Y,Yes
553,Male,No,1,Not Graduate,No,66246,34772,257,300,1,Rural,Y,Yes
554,Male,No,3,Graduate,No,36501,29529,153,300,0,Rural,N,Yes
555,Male,Yes,2,Graduate,Yes,94960,2733,513,240,0,Semiurban,N,Yes
556,Female,Yes,3,Not Graduate,Yes,18154,37812,519,180,0,Urban,N,Yes
557,Male,No,2,Not Graduate,Yes,61475,40718,629,180,0,Urban,N,Yes
558,Male,No,3,Graduate,Yes,8450,22425,299,360,0,Rural,N,Yes
559,Other,No,1,Not Graduate,No,40403,39119,652,60,0,Rural,N,Yes
560,Male,No,2,Not Graduate,Yes,49791,33575,452,60,0,Semiurban,N,Yes
561,Other,No,0,Graduate,Yes,30289,48828,75,180,0,Urban,N,Yes
562,Female,Yes,0,Graduate,Yes,58679,33125,59,120,0,Urban,Y,Yes
563,Male,Yes,3,Graduate,No,26109,7311,659,300,1,Semiurban,N,Yes
564,Other,No,3,Not Graduate,Yes,46439,35169,663,60,0,Urban,N,Yes
565,Other,No,3,Not Graduate,Yes,27415,34042,546,120,0,Rural,N,Yes
566,Female,Yes,2,Graduate,Yes,13181,45431,459,60,1,Rural,Y,Yes
568,Male,Yes,1,Not Graduate,Yes,31395,15604,270,360,1,Rural,Y,Yes
569,Other,Yes,2,Not Graduate,No,37209,16401,593,180,0,Urban,N,Yes
570,Male,Yes,3,Not Graduate,Yes,38158,35531,326,360,0,Urban,Y,Yes
571,Other,Yes,0,Graduate,Yes,69920,6628,145,60,1,Semiurban,Y,Yes
572,Male,No,3,Not Graduate,Yes,21540,5121,488,300,1,Semiurban,Y,Yes
573,Other,No,1,Not Graduate,Yes,7396,27573,557,360,0,Urban,N,Yes
575,Female,No,0,Not Graduate,No,59574,41525,236,120,0,Semiurban,N,Yes
576,Male,No,2,Graduate,Yes,19652,25928,86,360,0,Rural,N,Yes
577,Male,No,1,Not Graduate,No,12716,32398,259,180,1,Urban,N,Yes
578,Female,No,1,Graduate,No,18568,34239,464,360,1,Rural,N,Yes
579,Male,Yes,1,Graduate,Yes,11669,3163,180,180,1,Urban,N,Yes
580,Female,No,1,Graduate,Yes,72807,48647,147,120,0,Rural,N,Yes
581,Male,Yes,3,Not Graduate,No,52390,21755,492,180,0,Urban,N,Yes
582,Other,Yes,3,Not Graduate,Yes,26386,49069,594,180,1,Semiurban,Y,Yes
583,Other,No,2,Not Graduate,No,27152,41571,85,60,1,Semiurban,N,Yes
584,Male,Yes,0,Not Graduate,No,17434,25638,564,180,0,Rural,N,Yes
585,Male,No,0,Graduate,Yes,32000,41395,692,60,1,Rural,Y,Yes
586,Male,No,0,Not Graduate,Yes,30973,25223,269,180,0,Semiurban,N,Yes
587,Other,Yes,1,Not Graduate,No,40861,10601,411,300,0,Semiurban,Y,Yes
588,Male,No,3,Graduate,Yes,9438,4017,77,240,1,Urban,N,Yes
589,Other,Yes,3,Graduate,No,15729,2609,587,60,0,Semiurban,N,Yes
590,Female,Yes,2,Graduate,No,29407,32850,571,300,1,Urban,N,Yes
591,Other,No,0,Graduate,Yes,45711,34557,158,360,0,Semiurban,N,Yes
592,Other,No,3,Not Graduate,No,58850,46787,657,300,1,Urban,Y,Yes
593,Female,No,2,Graduate,No,17172,42010,230,300,0,Urban,N,Yes
594,Other,Yes,0,Not Graduate,No,72078,5708,259,180,1,Urban,Y,Yes
595,Male,No,1,Not Graduate,No,18529,7973,391,360,1,Rural,Y,Yes
596,Male,Yes,3,Graduate,No,43281,28414,98,360,0,Urban,N,Yes
597,Other,Yes,3,Graduate,No,69644,36884,522,120,1,Semiurban,Y,Yes
600,Male,No,1,Graduate,No,15876,46009,285,120,1,Urban,N,Yes
601,Male,Yes,3,Not Graduate,Yes,59680,38294,490,120,1,Rural,Y,Yes
602,Other,No,0,Graduate,Yes,18097,797,170,60,0,Urban,N,Yes
603,Male,Yes,2,Not Graduate,Yes,5859,35294,297,300,1,Rural,N,Yes
604,Other,No,3,Graduate,No,27877,31582,568,360,0,Rural,N,Yes
605,Male,No,1,Not Graduate,Yes,17628,21135,69,180,1,Semiurban,N,Yes
606,Male,Yes,2,Not Graduate,No,11300,49914,552,180,0,Semiurban,N,Yes
607,Female,Yes,0,Not Graduate,No,5412,41577,413,300,1,Semiurban,N,Yes
608,Female,No,1,Graduate,No,14481,12072,538,180,1,Urban,N,Yes
609,Other,No,2,Graduate,No,62484,37574,249,240,0,Semiurban,N,Yes
610,Female,No,3,Graduate,Yes,8804,12624,452,120,1,Semiurban,Y,Yes
611,Other,No,1,Not Graduate,No,56675,20247,294,120,1,Urban,Y,Yes
612,Female,No,0,Not Graduate,No,15392,15507,532,240,0,Urban,N,Yes
613,Male,Yes,1,Graduate,No,23029,17151,625,180,0,Rural,N,Yes
614,Other,Yes,3,Graduate,No,68263,32315,66,360,0,Rural,N,Yes
615,Other,Yes,0,Not Graduate,No,30097,47922,88,60,1,Urban,Y,Yes
616,Male,Yes,3,Not Graduate,No,65524,31104,344,240,1,Urban,Y,Yes
617,Other,No,2,Graduate,Yes,19395,21985,88,240,0,Rural,N,Yes
618,Other,Yes,1,Graduate,Yes,25993,30298,236,120,1,Semiurban,Y,Yes
619,Female,Yes,3,Graduate,No,65088,35953,358,360,0,Rural,N,Yes
620,Other,Yes,2,Not Graduate,No,63610,17461,411,360,0,Semiurban,N,Yes
621,Male,No,0,Not Graduate,No,20258,44219,511,180,0,Rural,Y,Yes
622,Female,Yes,0,Graduate,No,10303,11802,280,360,1,Semiurban,Y,Yes
623,Female,No,2,Graduate,No,73186,42735,299,180,1,Rural,Y,Yes
624,Male,Yes,2,Graduate,Yes,15177,31311,51,300,1,Semiurban,N,Yes
625,Male,No,0,Graduate,No,16747,13501,524,240,0,Rural,Y,Yes
626,Female,Yes,3,Graduate,Yes,24823,11070,231,60,1,Urban,N,Yes
627,Other,No,2,Not Graduate,Yes,14963,34658,51,60,1,Rural,N,Yes
628,Female,Yes,3,Graduate,Yes,27928,1626,219,240,0,Urban,Y,Yes
630,Female,No,3,Not Graduate,Yes,13038,39414,356,180,0,Urban,N,Yes
631,Male,Yes,3,Not Graduate,No,70926,28860,98,180,0,Rural,N,Yes
632,Female,No,2,Not Graduate,No,6438,30460,471,240,0,Rural,N,Yes
633,Other,No,3,Not Graduate,No,38151,29541,334,180,1,Urban,Y,Yes
634,Female,Yes,3,Not Graduate,No,39135,17428,429,240,1,Urban,N,Yes
635,Female,Yes,3,Not Graduate,Yes,9167,37812,553,60,0,Urban,N,Yes
637,Male,Yes,0,Graduate,No,54303,45977,621,60,0,Rural,Y,Yes
638,Male,Yes,1,Graduate,Yes,33360,42088,248,120,1,Semiurban,Y,Yes
639,Female,Yes,0,Graduate,No,69310,11630,158,60,1,Semiurban,Y,Yes
640,Other,No,0,Graduate,Yes,36993,42075,114,120,1,Semiurban,Y,Yes
641,Male,No,1,Graduate,Yes,68478,10100,402,300,1,Semiurban,Y,Yes
642,Male,No,1,Not Graduate,Yes,50445,29103,147,300,0,Urban,N,Yes
643,Female,No,2,Not Graduate,Yes,39698,34096,178,60,0,Urban,Y,Yes
644,Male,No,2,Not Graduate,No,30256,4123,317,360,0,Semiurban,Y,Yes
645,Other,No,0,Not Graduate,Yes,37207,34079,458,180,0,Semiurban,N,Yes
646,Other,No,3,Not Graduate,No,28151,37218,136,60,1,Urban,Y,Yes
647,Male,Yes,2,Graduate,No,57236,12230,650,60,0,Urban,N,Yes
648,Male,No,2,Graduate,Yes,41278,11807,443,240,1,Semiurban,Y,Yes
649,Female,No,0,Not Graduate,No,52221,35493,499,360,1,Semiurban,Y,Yes
650,Other,Yes,3,Graduate,No,50350,34951,520,120,0,Urban,N,Yes
651,Other,Yes,1,Graduate,No,29952,15427,691,240,1,Urban,N,Yes
652,Male,Yes,1,Graduate,No,13937,153,693,60,0,Rural,N,Yes
654,Other,Yes,0,Graduate,Yes,42496,1119,343,60,0,Rural,N,Yes
655,Other,No,3,Not Graduate,Yes,39652,18539,264,120,0,Rural,N,Yes
656,Female,No,0,Graduate,Yes,61720,37933,361,300,1,Semiurban,Y,Yes
657,Female,No,0,Graduate,No,27985,1209,253,180,0,Urban,N,Yes
658,Other,Yes,0,Not Graduate,No,22391,22812,477,180,1,Semiurban,Y,Yes
659,Other,Yes,3,Not Graduate,Yes,60295,33874,585,360,0,Rural,Y,Yes
660,Female,No,0,Not Graduate,Yes,24993,14985,142,120,1,Rural,N,Yes
661,Other,No,2,Not Graduate,No,45639,14700,77,360,0,Semiurban,N,Yes
662,Male,No,3,Not Graduate,Yes,32720,27372,367,120,1,Semiurban,Y,Yes
663,Male,Yes,2,Not Graduate,No,12906,38032,448,120,1,Urban,Y,Yes
664,Female,No,3,Not Graduate,Yes,66820,12565,315,180,0,Rural,Y,Yes
665,Female,Yes,2,Not Graduate,No,66238,27235,334,300,1,Rural,Y,Yes
666,Female,No,3,Graduate,No,54489,1037,112,300,0,Semiurban,Y,Yes
667,Male,Yes,1,Not Graduate,Yes,6193,3333,648,240,0,Urban,N,Yes
668,Other,No,0,Not Graduate,Yes,43986,16797,568,120,1,Semiurban,Y,Yes
669,Male,Yes,0,Graduate,Yes,63481,43501,69,180,0,Semiurban,N,Yes
670,Other,Yes,3,Not Graduate,No,8220,28718,397,120,1,Semiurban,N,Yes
671,Male,Yes,2,Not Graduate,Yes,22357,7904,99,60,0,Rural,Y,Yes
672,Other,Yes,1,Not Graduate,Yes,42299,34707,238,240,1,Urban,Y,Yes
673,Male,Yes,2,Not Graduate,Yes,22549,17039,116,60,1,Semiurban,Y,Yes
674,Female,Yes,0,Graduate,Yes,20474,15555,414,180,0,Semiurban,N,Yes
675,Male,No,0,Graduate,Yes,60593,7457,251,120,1,Urban,Y,Yes
676,Other,No,2,Not Graduate,No,3141,31488,148,300,1,Rural,N,Yes
678,Male,No,3,Graduate,Yes,28808,18863,77,240,1,Semiurban,N,Yes
679,Male,Yes,2,Graduate,Yes,5690,25923,515,60,0,Rural,N,Yes
680,Female,No,0,Graduate,Yes,48056,22305,247,300,1,Rural,Y,Yes
681,Male,Yes,2,Graduate,No,63424,31675,258,120,0,Rural,N,Yes
682,Female,Yes,0,Graduate,No,24320,48556,486,240,1,Semiurban,Y,Yes
683,Female,Yes,2,Not Graduate,Yes,70963,42276,315,60,0,Rural,N,Yes
684,Male,No,3,Not Graduate,Yes,28419,24020,540,360,0,Semiurban,N,Yes
685,Male,Yes,1,Graduate,Yes,43832,5203,458,240,0,Rural,N,Yes
686,Male,No,0,Graduate,No,38983,30068,306,300,1,Semiurban,Y,Yes
687,Other,No,1,Graduate,No,25365,31767,385,180,1,Rural,Y,Yes
688,Male,No,3,Not Graduate,Yes,6911,36826,282,240,1,Semiurban,Y,Yes
689,Female,No,2,Not Graduate,No,3649,37772,122,120,0,Urban,N,Yes
690,Male,No,3,Not Graduate,No,57688,40783,62,60,1,Rural,Y,Yes
691,Other,Yes,1,Not Graduate,No,29469,16699,632,240,0,Rural,N,Yes
692,Male,Yes,3,Not Graduate,No,46346,32293,554,300,1,Urban,Y,Yes
694,Other,Yes,2,Graduate,No,20677,22425,208,120,1,Urban,N,Yes
